"Name","R.A.","Dec.","z","Type","Phot.","Spec."
"SDSS-II SN 13855","22:11:14.64","+00:11:16.861,+00:11:16.606","0.177735","II","4",""
"SDSS-II SN 14422","02:52:03.432","+01:08:17.412,+01:08:17.052","","II","4",""
"SDSS-II SN 14515","00:00:15.75,00:00:15.76","-00:41:44.8908,-00:41:45.3192","","II","4",""
"SDSS-II SN 14552","00:48:41.448,00:48:41.424","+00:55:41.783,+00:55:41.408","","II","4",""
"SDSS-II SN 14691","03:47:50.928,03:47:50.88","-00:57:32.4036,-00:57:32.652","","II","4",""
"SDSS-II SN 14770","02:46:12.504,02:46:12.48","+01:14:44.124,+01:14:43.692","","II","4",""
"SDSS-II SN 14777","03:41:27.456,03:41:27.432","+01:10:43.644,+01:10:43.32","0.099399","II","4",""
"SDSS-II SN 14903","03:23:12.288,03:23:12.264","-00:46:17.1732,-00:46:17.6448","","II","4",""
"SDSS-II SN 14983","20:20:50.64","-00:02:11.8212,-00:02:12.1632","","II","4",""
"SDSS-II SN 15620","20:41:06.24,20:41:06","-00:41:13.5132,-00:41:13.8516","","II","4",""
"SDSS-II SN 15635","00:24:47.9616,00:24:47.9424","-00:44:56.2596,-00:44:56.544","0.705943","II","4",""
"SDSS-II SN 15972","01:39:59.304,01:39:59.28","+00:57:20.41,+00:57:20.153","0.261087","II","4",""
"SDSS-II SN 17591","20:41:01.92","-00:17:55.8564,-00:17:56.1372","","II","4",""
"SDSS-II SN 17763","00:14:37.0032,00:14:37.0008","+00:10:25.338,+00:10:24.83","","II","4",""
"SDSS-II SN 1780","22:29:44.64","+00:21:07.11,+00:21:06.8364","","II","4",""
"SDSS-II SN 17895","21:33:04.08","-00:02:44.232,-00:02:44.4048","0.213018","II","4",""
"SDSS-II SN 17975","23:25:49.68","-01:06:58.14,-01:06:58.536","","II","4",""
"SDSS-II SN 18104","02:16:48.552,02:16:48.528","+00:35:45.388,+00:35:45.064","0.428842","II","4",""
"SDSS-II SN 18618","23:05:00.72","+00:57:43.513,+00:57:43.348","","II","4",""
"SDSS-II SN 18918","03:53:31.896,03:53:31.872","+00:11:56.854,+00:11:56","","II","4",""
"SDSS-II SN 19203","20:50:21.84","-00:56:54.1644,-00:56:54.3516","","II","4",""
"SDSS-II SN 19286","02:07:06.432","-00:13:22.1556,-00:13:22.8324","","II","4",""
"SDSS-II SN 19456","03:32:40.896","+00:36:17.626,+00:36:17.35","","II","4",""
"SDSS-II SN 19473","00:48:24.36,00:48:24.336","-00:51:01.0872,-00:51:01.3176","","II","4",""
"SDSS-II SN 19796","00:29:58.5336,00:29:58.5192","+00:16:14.257,+00:16:13.948","0.223033","II","4",""
"SDSS-II SN 20482","01:30:52.464","+00:51:03.1176,+00:51:02.5884","","II","4",""
"SDSS-II SN 20526","03:45:01.608","-00:48:18.0252,-00:48:18.252","","II","4",""
"SDSS-II SN 20714","01:22:11.736,01:22:11.688","-00:02:36.7944,-00:02:37.212","","II","4",""
"SDSS-II SN 20748","00:42:44.664,00:42:44.64","+00:17:29.483,+00:17:28.907","0.421593","II","4",""
"SDSS-II SN 20907","01:06:17.736,01:06:17.688","+00:51:14.339,+00:51:14.108","0.259426","II","4",""
"SDSS-II SN 21456","03:17:32.4,03:17:32.424","+00:28:20.5,+00:28:20.125","","II","4",""
"SDSS-II SN 21574","00:08:33.9336,00:08:33.912","-00:08:29.3748,-00:08:29.616","0.337051","II","4",""
"SDSS-II SN 21643","01:11:23.232","+00:11:11.458,+00:11:11.206","0.63069","II","4",""
"SDSS-II SN 21668","03:21:46.296,03:21:46.272","+00:11:45.071,+00:11:44.732","","II","4",""
"SDSS-II SN 2679","01:19:45.528","-00:45:49.8204,-00:45:49.6548","","II","4",""
"SDSS-II SN 3429","21:13:02.16","+00:40:48.205,+00:40:47.986","","II","4",""
"SDSS-II SN 3805","00:52:32.88,00:52:32.832","+00:28:01.8624,+00:28:01.4016","0.24832","II","4",""
"SDSS-II SN 4942","22:58:38.88","-00:35:23.2872,-00:35:23.5932","","II","4",""
"SDSS-II SN 5031","03:18:59.88,03:18:59.856","-00:26:45.8592,-00:26:45.9456","","II","4",""
"SDSS-II SN 5121","22:34:55.68","+01:07:19.128,+01:07:18.732","","II","4",""
"SDSS-II SN 5353","20:46:30.24,20:46:30","-00:47:36.8448,-00:47:37.2048","","II","4",""
"SDSS-II SN 5988","01:22:29.376,01:22:29.352","+00:02:01.61,+00:02:01.378","0.177178","II","4",""
"SDSS-II SN 6065","03:41:36.456,03:41:36.432","-00:18:53.64,-00:18:54.2016","","II","4",""
"SDSS-II SN 7404","00:38:34.7808,00:38:34.7544","+00:36:03.0276,+00:36:02.6208","0.289015","II","4",""
"SDSS-II SN 7412","00:59:20.976,00:59:20.928","+00:30:59.666,+00:30:59.198","0.374888","II","4",""
"SDSS-II SN 7719","01:02:41.784,01:02:41.736","-01:09:13.212,-01:09:13.284","","II","4",""
"SDSS-II SN 8089","02:49:57.432,02:49:57.408","+00:04:31.26,+00:04:30.87","0.186136","II","4",""
"SDSS-II SN 8303","02:03:25.824","+00:40:27.21,+00:40:27.059","","II","4",""
"SN2011bv","13:02:53.57,13:02:53.570,13:02:53.52","-04:02:36.0,-04:02:35.99,-04:02:35.988","0.077","IIb","4",""
"SSS130221:133330-194457","13:33:30.00,13:33:30","-19:44:56.7,-19:44:56.76","0.096","IIn","4","13"
"Gaia19cqz","14:47:31.92","-19:45:57.6","","II P","4",""
"LSQ15mj","15:32:52.11,15:32:52.10","-15:16:54.3,-15:16:54.4","0.024","II","4",""
"OGLE-2015-SN-052","05:18:16.58","-53:29:41.0","0.06","II","4","1"
"PS15apj","18:28:58.23,18:28:58.26","+22:54:10.6,+22:54:08.3","0.014","IIb","4",""
"PS15cby","01:51:39.06,01:51:39.07","+12:26:39.1","0.136","II","4",""
"SN2015bc","05:22:59.91,05:22:59.909,05:22:59.92","-00:08:17.4,-00:08:17.41,-00:08:17.5","0.03474","II","4","1"
"SN2015co","17:14:36.120,17:14:36.13","+30:44:08.40,+30:44:08.4","0.029,0.029","II","4","1"
"SN2016adl","11:51:56.200,11:51:56.238,11:51:56.24,11:51:56.16","-13:25:03.10,-13:25:03.07,-13:25:03.1,-13:25:03","0.00652","II","4","1"
"SN2016aiy","13:08:25.400,13:08:25.40,13:08:25.44","-41:58:50.10,-41:58:50.30,-41:58:50.1,-41:58:50.16","0.01,0.01","IIn","4","1"
"SN2016cyj","12:06:57.600,12:06:57.585,12:06:57.6","+27:18:04.10,+27:18:04.93,+27:18:03.96,+27:18:05.04","0.05598,0.05598","IIn","4",""
"SN2016eob","00:03:07.140,00:03:07.120,0:03:07.1035,00:03:07.12","-01:54:42.50,-01:54:42.10,-01:54:42.5304","0.024,0.024","II","4","1"
"SN2017dwq","09:03:32.491,09:03:32.200,09:03:32.4","-21:20:02.99,-21:20:07.48,-21:20:02.76","0.018199,0.018199","IIn","4","1"
"SN2017ejx","09:45:48.533,09:45:48.610,09:45:48.48","-14:22:06.20,-14:22:05.74,-14:22:05.52","0.008106,0.008106","II P","4",""
"SN2017gfh","20:03:27.405,20:03:27.400,20:03:27.40","+06:59:27.73,+06:59:27.20,+06:59:27.7","0.024477","IIb","4","1"
"SN2017gxc","15:21:19.290,15:21:19.286,15:21:19.2","+74:33:45.58,+74:33:45.72","0.0233","II","4","2"
"SN2017ivn","06:07:49.560,06:07:49.559,06:07:49.56","-37:38:54.02,-37:38:53.88","0.042,0.042","II","4","1"
"SN2018agn","13:37:19.149,13:37:19.160","-01:17:46.79,-01:17:46.73","0.058,0.058,0.058","II","4","1"
"SN2018bti","14:28:30.960,14:28:31.010","+37:04:04.28,+37:04:03.98","0.024826","II","4","1"
"SN2018eem","23:36:01.410,23:36:01.416,23:36:01.44","+18:41:07.19,+18:41:07.08","0.05,0.05","II","4","1"
"SN2018gvn","18:15:54.333,18:15:54.350","+44:41:47.38,+44:41:47.35","0.04,0.04","II","4","1"
"SN2018gxi","01:05:02.465,01:05:02.470","-21:56:12.35,-21:56:12.27","0.057,0.057","II","4",""
"SN2018kag","08:55:48.476,08:55:48.479,08:55:48.48","+03:38:29.51,+03:38:29.31,+03:38:29.328","0.027209,0.027209","II","4","2"
"SN2018kne","15:55:05.189","+66:47:05.22","0.03,0.03","II","4","1"
"SN2019cac","13:50:43.901,13:50:43.910","-02:30:25.01","0.046663","IIn","4",""
"SN2019enr","09:34:47.692,09:34:47.720","+10:17:13.01,+10:17:12.81","0.00818,0.00818","II","4","1"
"SN2019ffi","07:27:32.470,07:27:32.466,07:27:32.4","-13:07:16.18,-13:07:16.17,-13:07:16.32","0.039,0.039","II","4","1"
"SN2019gmh","16:31:03.161","+41:09:14.28","0.030666,0.030234","II","4","1"
"SN2019gxo","11:28:58.417","+22:05:22.54","0.0215,0.0215","II","4","1"
"SN2019kaj","23:28:20.350,23:28:20.334,23:28:20.4","+19:33:29.70,+19:33:29.80,+19:33:29.88","0.04,0.04","II P","4","1"
"SN1926A","12:21:54,00:00:00.000,12:21:54.1,12:21:54.15","+04:29.6,+04:29:37.0,+04:29:34.3","0.00804","II","4",""
"SN1941C","12:09:21,00:00:00.000,12:09:21.3,12:09:21.10","+29:54.5,+29:54:30.0,+29:54:32.8","0.002","II","4",""
"SN1995ah","00:19:11.03,00:19:10.92,00:19:11.0,00:00:00.000,00:19:12.00,00:19:11.00","+15:06:23.1,+15:06:26.28,+15:06:25.1,+15:06:00.0","0.01456,0.015","II","3",""
"SN1996cc","14:31:28.45,14:31:28.450","+49:57:43.8,+49:57:43.81","0.0068","II","3","4"
"SN1999gl","00:57:40.07,00:57:40.070","+43:47:35.6,+43:47:35.59","0.018,0.018","II","3",""
"SN2000ex","03:42:11.71,03:42:11.710","-27:51:48.0,-27:51:47.99","0.014,0.014","II","3","3"
"SN2000ez","11:57:45.75,11:57:45.751","+32:17:49.1,+32:17:49.09","0.011,0.013,0.011","II","3","2"
"SN2001cf","12:02:31.64,12:02:31.639","+41:02:58.9,+41:02:58.88","0.02,0.02","IIb","3","1"
"SN2001dg","22:10:13.28,22:10:13.279","+36:39:14.2,+36:39:14.18","0.02,0.02","II","3","1"
"SN2001di","05:14:17.57,05:14:17.570","+72:20:41.0,+72:20:40.99","0.016","II","3",""
"SN2001ey","22:26:30.77,22:26:30.770","-06:23:28.6,-06:23:28.61","0.025","II","3","1"
"SN2001id","23:13:10.88,23:13:10.879","+10:46:25.2,+10:46:25.21","0.035","II","3",""
"SN2001ih","18:05:45.00,18:05:45.000","+34:45:04.0,+34:45:04.00","0.025","Ib","3","1"
"SN2001T","14:32:53.17,14:32:53.170","-12:58:43.6,-12:58:43.61","0.014,0.014","II","3","1"
"SN2002aq","02:41:57.44,02:41:57.439","-06:47:46.4,-06:47:46.39","0.017","II","3",""
"SN2002as","06:12:25.05,06:12:25.051","+44:26:16.8,+44:26:16.80","0.022,0.022","II","3","1"
"SN2002C","12:27:52.66,12:27:52.661","+27:00:06.1,+27:00:06.08","0.024,0.024","II","3","1"
"SN2002dh","15:24:49.35,15:24:49.349","-22:45:57.7,-22:45:57.71","0.013,0.013","II","3","1"
"SN2002dq","21:19:49.95,21:19:49.949","-08:46:39.8,-08:46:39.79","0.0084,0.0084","II","3","2"
"SN2002F","03:52:58.52,03:52:58.519","+35:35:00.8,+35:35:00.82","0.019,0.019","II","3","1"
"SN2004G","14:33:21.40,14:33:21.36,14:33:21.401","+04:26:49.5,+04:26:49.56,+04:26:49.49","0.00527,0.0053,0.0053","II","3","1"
"SDSS-II SN 1194","02:22:59.784,02:22:59.76","-00:21:15.4692,-00:21:15.8904","","II","3",""
"SDSS-II SN 13155","01:09:11.616,01:09:11.592","+00:02:50,+00:02:49.67","0.103273","II","3",""
"SDSS-II SN 13500","02:14:47.904","-01:13:13.296,-01:13:13.656","0.176961","II","3",""
"SDSS-II SN 13772","22:03:37.2","-00:42:25.6032,-00:42:25.9056","0.287611","II","3",""
"SDSS-II SN 14220","22:14:25.2","-00:55:51.1932,-00:55:51.384","","II","3",""
"SDSS-II SN 14368","03:18:49.608,03:18:49.584","-00:11:04.6644,-00:11:04.9092","","II","3",""
"SDSS-II SN 14926","03:36:43.608","-01:04:05.52,-01:04:05.916","","II","3",""
"SDSS-II SN 14957","00:01:09.3566,00:01:09.3338","+01:02:55.284,+01:02:54.888","","II","3",""
"SDSS-II SN 15090","02:02:54.696,02:02:54.648","-01:01:22.404,-01:01:22.764","","II","3",""
"SDSS-II SN 15099","03:17:15.672,03:17:15.648","-00:51:18.5868,-00:51:19.1268","","II","3",""
"SDSS-II SN 15123","22:29:25.44,22:29:25.68","-01:08:44.34,-01:08:44.124","","II","3",""
"SDSS-II SN 15186","21:28:49.2,21:28:48.96","-00:44:55.5864,-00:44:56.1444","","II","3",""
"SDSS-II SN 15471","22:32:27.84","-00:03:55.8504,-00:03:56.2644","0.153213","II","3",""
"SDSS-II SN 15699","02:04:50.736,02:04:50.712","+00:45:32.245,+00:45:31.921","0.141973","II","3",""
"SDSS-II SN 15712","23:59:17.76","+01:14:43.224,+01:14:42.756","","II","3",""
"SDSS-II SN 15727","23:25:36.002,23:25:36","-00:00:51.01,-00:00:51.012,-00:00:50.9508,-00:00:51.3324","0.105414","II","3",""
"SDSS-II SN 15819","02:18:39.528","+00:11:30.55,+00:11:30.235","","II","3",""
"SDSS-II SN 16050","03:33:33.96,03:33:33.936","-00:45:28.998,-00:45:29.3292","","II","3",""
"SDSS-II SN 16470","00:31:49.6512,00:31:49.646","+00:01:03.896,+00:01:03.569","0.225262","II","3",""
"SDSS-II SN 16550","23:30:11.76","-00:40:54.2208,-00:40:54.2964","","II","3",""
"SDSS-II SN 17065","00:01:51.851,00:01:51.813","-00:09:53.748,-00:09:54.27","","II","3",""
"SDSS-II SN 17584","21:33:18.96","-00:40:02.3088,-00:40:02.6076","","II","3",""
"SDSS-II SN 17618","21:36:15.36","+00:02:50.95,+00:02:50.7","0.593405","II","3",""
"SDSS-II SN 17668","02:31:21,02:31:20.976","-00:42:10.4184,-00:42:11.1204","","II","3",""
"SDSS-II SN 17922","21:54:27.6","+00:17:49.204,+00:17:48.977","","II","3",""
"SDSS-II SN 18168","03:08:29.856","-00:39:14.2308,-00:39:14.472","","II","3",""
"SDSS-II SN 18878","21:47:06.48","+01:09:31.788,+01:09:31.284","","II","3",""
"SDSS-II SN 19022","20:44:56.88","+00:01:29.99,+00:01:29.64","","II","3",""
"SDSS-II SN 19082","01:12:57.744,01:12:57.72","+00:57:03.2796,+00:57:03.0708","","II","3",""
"SDSS-II SN 19125","01:22:38.472,01:22:38.448","-01:08:09.672,-01:08:09.852","","II","3",""
"SDSS-II SN 19158","02:56:52.992","+00:05:31.79,+00:05:31.4","0.367209","II","3",""
"SDSS-II SN 19169","02:28:43.944,02:28:43.896","+00:25:44.418,+00:25:44.263","0.211647","II","3",""
"SDSS-II SN 19885","20:28:52.56","-00:46:47.1,-00:46:47.3664","","II","3",""
"SDSS-II SN 20291","23:29:01.92,23:29:01.68","+00:18:51.26,+00:18:50.778","","II","3",""
"SDSS-II SN 20396","22:20:40.32","-01:12:04.428,-01:12:04.896","0.336125","II","3",""
"SDSS-II SN 20450","00:42:28.224,00:42:28.248","+00:29:17.459,+00:29:17.084","0.712144","II","3",""
"SDSS-II SN 20785","03:03:26.568","-00:29:27.3912,-00:29:28.0608","","II","3",""
"SDSS-II SN 21357","01:47:48.384,01:47:48.36","-00:39:18.3996,-00:39:18.7308","0.35827","II","3",""
"SDSS-II SN 21384","23:40:25.2","+00:05:06.407,+00:05:06.32","","II","3",""
"SDSS-II SN 21452","01:58:35.616","+00:27:29.293,+00:27:28.883","0.13563","II","3",""
"SDSS-II SN 21601","01:57:57.144,01:57:57.12","+00:14:49.96,+00:14:49.502","","II","3",""
"SDSS-II SN 21665","02:34:57.168,02:34:57.144","+00:03:14.8,+00:03:14.46","","II","3",""
"SDSS-II SN 21780","01:52:39.024","+00:04:58.98,+00:04:58.45","0.524665","II","3",""
"SDSS-II SN 3284","00:56:28.392","+01:08:45.24,+01:08:44.664","","II","3",""
"SDSS-II SN 4509","02:25:59.064","-00:35:28.2336,-00:35:28.5072","","II","3",""
"SDSS-II SN 4928","22:01:17.76","-00:36:49.626,-00:36:50.0328","0.126496","II","3",""
"SDSS-II SN 5036","20:42:02.64,20:42:02.4","+01:02:37.788,+01:02:37.68","","II","3",""
"SDSS-II SN 5164","23:00:55.44","+01:06:25.74,+01:06:25.344","","II","3",""
"SDSS-II SN 5254","00:18:41.2344,00:18:41.2272","+01:11:47.904,+01:11:47.616","","II","3",""
"SDSS-II SN 5258","01:02:40.872,01:02:40.824","+01:15:13.644,+01:15:13.284","","II","3",""
"SDSS-II SN 5338","20:24:36.96","-00:21:27.5616,-00:21:27.7668","","II","3",""
"SDSS-II SN 5749","00:39:32.4936,00:39:32.4864","+00:43:57.544,+00:43:57.212","","II","3",""
"SDSS-II SN 5999","02:33:32.424","+00:06:47.045,+00:06:46.786","0.183893","II","3",""
"SDSS-II SN 772","02:09:15.648","+00:45:54.544,+00:45:54.18","0.210315","II","3",""
"SDSS-II SN 8087","02:09:37.8","+00:05:42.33,+00:05:41.92","0.317036","II","3",""
"SDSS-II SN 831","02:58:44.784,02:58:44.736","-00:57:11.4084,-00:57:11.8368","","II","3",""
"SDSS-II SN 840","03:11:35.064,03:11:35.04","-00:58:33.0168,-00:58:33.4452","","II","3",""
"SDSS-II SN 8588","02:14:57.672,02:14:57.648","-00:02:13.074,-00:02:13.1748","","II","3",""
"SN2005gn","05:48:49.07,05:48:49.070","-24:22:45.5,-24:22:45.52","0.0397","IIn","3",""
"SN2005mg","00:16:44.21,00:16:44.210","+07:04:19.8,+07:04:19.81","0.013,0.013","II","3","3"
"CSS131224:023218+212428","02:32:18.45,02:32:18.43","+21:24:28.2,+21:24:27.8","0.03","II P","3",""
"CSS131224:033239+014313","03:32:39.17,03:32:39.18","+01:43:13.4,+01:43:12.5","0.031","II","3","1"
"CSS140111:060437-123740","06:04:36.7,06:04:36.71,06:04:36.80,06:04:36.72","-12:37:41,-12:37:40.6,-12:37:40.3,-12:37:40.44","0.007388","IIn","3",""
"PS1-14od","03:21:06.230,03:21:06.23","-07:16:57.40,-07:16:57.4","0.02","IIb","3","1"
"PS1-14rq","10:17:13.15","-21:03:57.1","0.012","II","3","1"
"SN2011A","13:01:01.19,13:01:01.190","-14:31:34.8,-14:31:34.79","0.008916","IIn","3","11"
"SN2011dq","00:59:47.75,00:59:47.750","-07:34:20.5,-07:34:20.50","0.0055","II","3",""
"SN2011fh","12:56:14.01,12:56:14.0,12:56:14.009","-29:29:54.8,-29:29:55,-29:29:54.82","0.008","IIn","3",""
"AT2018cdc","00:51:05.260,00:51:05.250","-07:03:47.75,-07:03:47.29","0.005837","II","3",""
"Gaia15afr","23:29:33.60,23:29:26.57,23:29:26.64","+39:34:22.7,+09:33:58.8,+09:33:58.752","0.03","II","3",""
"PS18aeh","22:11:56.269,22:11:56.270","-04:41:40.38","0.04","IIn","3",""
"SN2016cyi","22:16:58.390,22:16:58.3944","+46:44:07.28,+46:44:07.2888","0.043,0.044,0.043","IIn","3","1"
"SN2016gsd","02:40:34.440","+19:16:59.90","0.06,0.06","II","3",""
"SN2016gyt","19:00:32.429,19:00:32.430,19:00:32.64","+54:34:09.70,+54:34:14.52","0.026,0.026,0.028","II","3","1"
"SN2016hpt","21:54:36.581,21:54:36.580,21:54:36.48","-42:51:01.98,-42:51:02.88","0.0266,0.0266","II","3","1"
"SN2016N","04:45:21.278,04:45:21.28,04:45:21.288","+73:23:41.09,+73:23:41.1,+73:23:41.28","0.015024,0.015024","II","3",""
"SN2017cel","07:58:48.48,07:58:48.450","-11:14:51.72,-11:14:51.37","0.052","II","3","1"
"SN2017dbf","16:58:37.724,16:58:37.370,16:58:37.68","+50:29:26.33,+50:29:25.55,+50:29:26.52","0.0102,0.0102","II","3","1"
"SN2017fbv","12:20:19.900,12:20:19.905,12:20:19.92","+41:36:48.96,+41:36:48.97","0.052922","IIn","3",""
"SN2017gip","23:05:00.610,23:05:00.6144","+28:45:42.73,+28:45:42.732","0.0298","II","3","1"
"SN2017hfp","20:41:59.090,20:41:59.083,20:41:59.04","+13:09:37.30,+13:09:37.44","0.06,0.06","II","3","1"
"SN2017iej","06:38:37.560,06:38:37.561,06:38:37.56","+26:30:18.50,+26:30:18.51,+26:30:18.36","0.032753,0.032753","II","3","1"
"SN2017imr","04:21:04.790,4:21:04.7938","-04:43:06.05,-04:43:06.0506","0.0346","II P","3","1"
"SN2017iso","08:16:38.490,08:16:38.496,08:16:38.4","-24:50:34.08","0.029,0.029","II","3","1"
"SN2018aru","13:22:18.821,13:22:18.820","-01:52:51.99","0.047,0.047","II","3","1"
"SN2018bho","14:51:11.060,14:51:11.040","+17:11:39.08,+17:11:39.46","0.04502,0.04502","IIb","3",""
"SN2018cdg","13:49:22.145,13:49:22.110","+21:04:14.71,+21:04:14.37","0.054,0.054","II","3",""
"SN2018cug","17:49:19.175,17:49:19.180","+49:24:44.75,+49:24:44.68","0.05,0.05","II","3",""
"SN2018dzw","15:56:25.843,15:56:25.890","+46:53:57.32,+46:53:56.65","0.036963","IIb","3",""
"SN2018eam","16:01:57.950","+29:24:53.68,+29:24:53.81","0.034,0.034","II P","3",""
"SN2018efd","18:19:59.661,18:19:59.680","+51:47:47.30,+51:47:47.57","0.03,0.03","IIb","3",""
"SN2018efj","16:00:34.144,16:00:34.140","+31:38:34.74","0.05,0.05","II","3",""
"SN2018fir","00:29:30.098,00:29:30.100","+27:11:03.46,+27:11:02.98","0.055,0.055","II P","3",""
"SN2018fpx","03:03:40.107,03:03:40.130","+45:38:37.33,+45:38:37.48","0.025,0.025","II","3","1"
"SN2018fsh","08:30:56.627,08:30:56.630","+39:50:09.16","0.029084","II","3",""
"SN2018fsn","08:08:31.594,08:08:31.590","+41:31:07.86","0.03,0.03","II","3",""
"SN2018fso","16:52:44.166,16:52:44.170","+70:05:17.65","0.05","II P","3",""
"SN2018fsp","07:52:21.538,07:52:21.540","+49:02:06.00","0.0183,0.0183","II","3","1"
"SN2018ghd","00:37:26.884,00:37:26.930","+15:00:51.08,+15:00:52.41","0.038511","II","3","1"
"SN2018gki","08:16:47.941,08:16:47.940","+08:09:57.21","0.053,0.053","II","3",""
"SN2018grf","17:27:35.441,17:27:35.370","+71:31:48.93,+71:31:48.34","0.05,0.05","II","3","1"
"SN2018gsr","00:08:30.390","-01:31:29.90","0.089,0.089","II","3","1"
"SN2018gss","23:03:45.039,23:03:45.040","+18:08:18.12","0.04,0.04","II","3","1"
"SN2018gta","03:57:02.370","-08:30:09.75","0.05,0.04","Ia","3","1"
"SN2018hon","19:41:15.680,19:41:15.640","+63:11:53.51,+63:11:53.20","0.081,0.081","II","3",""
"SN2018hyw","08:20:17.348,08:20:17.380","+20:52:32.15,+20:52:32.20","0.016815","II","3","2"
"SN2018iis","17:58:10.360","+42:06:42.23","0.04,0.04","II","3","1"
"SN2018iun","13:08:30.841,13:08:30.840","+50:38:29.26","0.03,0.03","II","3",""
"SN2018jay","13:41:50.182,13:41:50.180","+30:33:59.65","0.026419","II","3","1"
"SN2018jdo","02:17:48.710,02:17:48.714","+35:48:29.14,+35:48:28.93","0.037713","IIn","3",""
"SN2018kta","12:51:37.141","+12:34:24.11","0.023,0.023","II","3","1"
"SN2018lbh","14:23:55.442","-11:21:04.00","0.042579,0.042579","II","3","1"
"SN2018ldu","09:09:32.492","+20:24:25.13","0.026729","II","3","1"
"SN2018zf","19:27:19.551,19:27:19.485,19:27:19.44","+65:33:54.31,+65:33:54.37,+65:33:54.36","0.01905,0.01905","II","3","1"
"SN2019azc","03:18:33.134","+00:55:28.35","0.035873","II","3",""
"SN2019bcs","05:01:33.537,05:01:33.545","-14:15:58.51","0.026","II","3","1"
"SN2019bsw","10:05:06.110,10:05:06.117","-16:24:21.48,-16:24:21.13","0.029494","II","3","1"
"SN2019bxq","16:57:58.508,16:57:58.577","+78:36:13.58,+78:36:13.51","0.014,0.014","IIn","3","1"
"SN2019cmy","15:08:50.841","+40:42:49.40","0.0314,0.0314","II","3","1"
"SN2019cpo","15:48:06.098","+66:54:08.95","0.035,0.035","II","3","1"
"SN2019crk","10:10:31.695","+10:02:37.09","0.031695","II","3","1"
"SN2019crl","06:07:22.329,06:07:22.340","+44:39:21.99,+44:39:21.73","0.025,0.025","II","3","1"
"SN2019dek","15:57:14.032,15:57:14.033","+28:27:53.29","0.03,0.03","II","3","1"
"SN2019dnz","19:48:31.477","+02:54:49.50","0.025,0.025","IIn","3","1"
"SN2019dvw","15:59:46.598","+37:02:01.29","0.0321,0.0321","II","3",""
"SN2019ejo","13:01:55.292,13:01:55.300","+22:46:16.66,+22:46:16.58","0.0336,0.0336","II","3","1"
"SN2019el","00:02:56.707,00:02:56.700","+32:32:52.13,+32:32:52.30","0.0005,0.0005","IIn","3","1"
"SN2019env","09:09:35.630,09:09:35.627","+29:58:14.52,+29:58:14.19","0.0235,0.0235","II","3","1"
"SN2019evl","13:31:01.266","+34:09:12.62","0.0226,0.0226","II","3","1"
"SN2019fci","13:27:49.221","+27:43:46.24","0.0433,0.0433","II","3",""
"SN2019fcn","08:07:08.054,08:07:08.057,08:07:07.92","-28:03:22.90,-28:03:22.75,-28:03:23.04","0.003402,0.003402","II","3","1"
"SN2019fem","19:44:46.113,19:44:46.213","+44:42:49.07,+44:42:48.94","0.041,0.041","II P","3",""
"SN2019ffn","19:47:41.923","+74:59:54.01","0.026","II","3","1"
"SN2019gcn","11:48:43.946","+21:00:55.74","0.026,0.026","II","3","1"
"SN2019hnz","11:38:17.450","+16:20:59.39","0.04,0.04","II","3","1"
"SN2019hpv","22:38:44.663","+37:36:03.28","0.034033,0.034033","II","3","1"
"SN2019hvg","14:06:01.580","+12:46:50.42","0.01765","II","3","1"
"SN2019iay","13:21:04.940","+08:10:06.62","0.0406,0.0406","IIn","3","1"
"SN2019jwq","12:55:54.639","+48:45:04.00","0.035,0.035","II","3","1"
"SN2019jyw","01:06:30.215","-02:11:56.33","0.011638","II","3","1"
"SN2019jzy","22:50:04.979","+21:02:03.39","0.047,0.047","II","3","1"
"SN2019lbi","12:40:21.134,12:40:21.143","+01:16:26.50,+01:16:26.45","0.01585","II","3","1"
